             A Home with a View (2019)                           https://www.rottentomatoes.com/m/a_home_with_a_view
             Abhinetri (2015)                                    https://www.rottentomatoes.com/m/abhinetri        
             Adhugo (2018)                                       https://www.rottentomatoes.com/m/adhugo           
             Beauty and the Bestie (2015)                        https://www.rottentomatoes.com/m/beauty_and_the_bestie
             Blessed Benefit (2016)                              https://www.rottentomatoes.com/m/blessed_benefit  
             Blitz Patrollie (2013)                              https://www.rottentomatoes.com/m/blitz_patrollie  
             Boushkash (2019)                                    https://www.rottentomatoes.com/m/boushkash        
             Buddies                                             https://www.rottentomatoes.com/m/buddies          
             CRD (2016)                                          https://www.rottentomatoes.com/m/crd              
             Captain Underpants Epic Choice-o-Rama (2020)        https://www.rottentomatoes.com/m/captain_underpants_epic_choice-o-rama
             Chastnaya Zhizn (Private Life ) (1982)              https://www.rottentomatoes.com/m/private_life     
             Congratulations (2012)                              https://www.rottentomatoes.com/m/congratulations  
             Dear Dad (2016)                                     https://www.rottentomatoes.com/m/dear_dad         
             Fall Girls (2019)                                   https://www.rottentomatoes.com/m/fall_girls       
             First Impression (2015)                             https://www.rottentomatoes.com/m/first_impression 
             For Love or Money (1984)                            https://www.rottentomatoes.com/m/for_love_or_money
             Game Over (2007)                                    https://www.rottentomatoes.com/m/game_over        
             Game Over (2007)                                    https://www.rottentomatoes.com/m/game_over        
             Halkaa (2018)                                       https://www.rottentomatoes.com/m/halkaa           
             Happy New Year (1987)                               https://www.rottentomatoes.com/m/happy_new_year   
             Imagine That! (2002)                                https://www.rottentomatoes.com/m/imagine_that     
             Karkar (2007)                                       https://www.rottentomatoes.com/m/karkar           
             Maktub (2004)                                       https://www.rottentomatoes.com/m/maktub           
             Material (2009)                                     https://www.rottentomatoes.com/m/material         
             Motichoor Chaknachoor (2019)                        https://www.rottentomatoes.com/m/motichoor_chaknachoor
             Mutiny of the Worker Bees (Rebelión de los Godínez) (2020)  https://www.rottentomatoes.com/m/mutiny_of_the_worker_bees
             My Stupid Boss (2016)                               https://www.rottentomatoes.com/m/my_stupid_boss   
             Ne Zha (2014)                                       https://www.rottentomatoes.com/m/ne_zha           
             Oh My Ghost 2 (2011)                                https://www.rottentomatoes.com/m/oh_my_ghost_2    
             Oh My Ghost 3 (2012)                                https://www.rottentomatoes.com/m/oh_my_ghost_3    
             Oh My Ghost 4 (2015)                                https://www.rottentomatoes.com/m/oh_my_ghost_4    
             Oh My Ghost! (2006)                                 https://www.rottentomatoes.com/m/oh_my_ghost      
             Omar & Salma 3 (2012)                               https://www.rottentomatoes.com/m/omar_and_salma_3 
             Oversize Cops (2017)                                https://www.rottentomatoes.com/m/oversize_cops    
             Pegasus (1990)                                      https://www.rottentomatoes.com/m/pegasus          
             Phone Swap (2012)                                   https://www.rottentomatoes.com/m/phone_swap       
             Pretville (2012)                                    https://www.rottentomatoes.com/m/pretville        
             Quartet (2001)                                      https://www.rottentomatoes.com/m/quartet          
             Seven Sundays (Tous les jours dimanche) (1994)      https://www.rottentomatoes.com/m/seven_sundays    
             Sincerely Yours (1955)                              https://www.rottentomatoes.com/m/sincerely_yours  
             Single: A Documentary Film (2008)                   https://www.rottentomatoes.com/m/single           
             TOC TOC (2011)                                      https://www.rottentomatoes.com/m/toc_toc          
             Take Me (2001)                                      https://www.rottentomatoes.com/m/take_me          
             The Accidental Spy (2017)                           https://www.rottentomatoes.com/m/the_accidental_spy
             The After Party (2004)                              https://www.rottentomatoes.com/m/the_after_party  
             The Amazing Praybeyt Benjamin (2015)                https://www.rottentomatoes.com/m/the_amazing_praybeyt_benjamin
             The Interview (2011)                                https://www.rottentomatoes.com/m/the_interview    
             The Last Summer (2011)                              https://www.rottentomatoes.com/m/the_last_summer  
             The Lovebirds (2007)                                https://www.rottentomatoes.com/m/the_lovebirds    
             The Player (2015)                                   https://www.rottentomatoes.com/m/the_player       
             The Spooky Tale of Captain Underpants Hack-a-ween (2019)  https://www.rottentomatoes.com/m/the_spooky_tale_of_captain_underpants_hack-a-ween
             The Super Parental Guardians (2016)                 https://www.rottentomatoes.com/m/the_super_parental_guardians
             The Trap (2005)                                     https://www.rottentomatoes.com/m/the_trap         
             The Young Vagabond (Xiao nian Su Qi Er) (1985)      https://www.rottentomatoes.com/m/the_young_vagabond
             Tom and Jerry (2011)                                https://www.rottentomatoes.com/m/tom_and_jerry    
             Uncle Naji in UAE (2019)                            https://www.rottentomatoes.com/m/uncle_naji_in_uae
             Very Big Shot (2015)                                https://www.rottentomatoes.com/m/very_big_shot    
             Yeh Hai Bakrapur (2014)                             https://www.rottentomatoes.com/m/yeh_hai_bakrapur 
0 %         "Hit & Run"                                        --- Not found ---
0 %         "Holy Man 2"                                       --- Not found ---
0 %         "Holy Man 3"                                       --- Not found ---
0 %         "Hoodwinked Too! Hood vs. Evil"                    --- Not found ---
0 %         "I Fine... Thank You... Love You"                  --- Not found ---
0 %         "I love you                                        --- Not found ---
0 %         "I'll See You in My Dreams"                        --- Not found ---
0 %         "Iliza Shlesinger                                  --- Not found ---
0 %         "Incredibles 2 (Spanish Version)"                  --- Not found ---
0 %         "Instructions Not Included"                        --- Not found ---
0 %         "Invader Zim                                       --- Not found ---
0 %         "Isi & Ossi"                                       --- Not found ---
0 %         "Isoken"                                           --- Not found ---
0 %         "It's Fine"                                        --- Not found ---
0 %         "It's Okay                                         --- Not found ---
0 %         "Jeff Dunham                                       --- Not found ---
0 %         "Jerry Seinfeld                                    --- Not found ---
0 %         "Jessica Darling's It List"                        --- Not found ---
0 %         "Jimmy Neutron                                     --- Not found ---
0 %         "Jo Koy                                            --- Not found ---
0 %         "KD (A) Karuppudurai"                              --- Not found ---
0 %         "Kal Ho Naa Ho"                                    --- Not found ---
0 %         "Kannum Kannum Kollaiyadithaal"                    --- Not found ---
0 %         "Kate & Leopold"                                   --- Not found ---
0 %         "Ken Jeong                                         --- Not found ---
0 %         "Kevin Hart                                        --- Not found ---
0 %         "Kevin Hart's Guide to Black History"              --- Not found ---
0 %         "Kung Fu Panda 2"                                  --- Not found ---
0 %         "Kyaa Kool Hai Hum"                                --- Not found ---
0 %         "Kyo Kii... Main Jhuth Nahin Bolta"                --- Not found ---
0 %         "Küçük Esnaf"                                   --- Not found ---
0 %         "LEGO Jurassic World                               --- Not found ---
0 %         "Lagos Real Fake Life"                             --- Not found ---
0 %         "Leap!"                                            --- Not found ---
0 %         "Lembi 8 Giga"                                     --- Not found ---
0 %         "Liefling"                                         --- Not found ---
0 %         "Life as We Know It"                               --- Not found ---
0 %         "Lionheart"                                        --- Not found ---
0 %         "Live Twice                                        --- Not found ---
0 %         "Lo más sencillo es complicarlo todo"             --- Not found ---
0 %         "Lock Your Girls In"                               --- Not found ---
0 %         "Look Out                                          --- Not found ---
0 %         "Looney Tunes                                      --- Not found ---
0 %         "Lost in London"                                   --- Not found ---
0 %         "Love Is War"                                      --- Not found ---
0 %         "Love Station"                                     --- Not found ---
0 %         "Love You... Love You Not"                         --- Not found ---
0 %         "MR. RIGHT"                                        --- Not found ---
0 %         "Mac & Devin Go to High School"                    --- Not found ---
0 %         "Mahjong Heroes"                                   --- Not found ---
0 %         "Main Hoon Na"                                     --- Not found ---
0 %         "Major League II"                                  --- Not found ---
0 %         "Masameer - The Movie"                             --- Not found ---
0 %         "May You Prosper"                                  --- Not found ---
0 %         "Merry Men                                         --- Not found ---
0 %         "Michael Bolton's Big                              --- Not found ---
0 %         "Middle School                                     --- Not found ---
0 %         "Mike Epps                                         --- Not found ---
0 %         "Mo' Money"                                        --- Not found ---
0 %         "Moms at War"                                      --- Not found ---
0 %         "Monopoly (The Bank Of Luck)"                      --- Not found ---
0 %         "Ms. Mammy"                                        --- Not found ---
0 %         "Mujeres arriba"                                   --- Not found ---
0 %         "My Babysitter's a Vampire                         --- Not found ---
0 %         "My Dog is My Guide"                               --- Not found ---
0 %         "My Only Mother"                                   --- Not found ---
0 %         "My Schoolmate                                     --- Not found ---
0 %         "My Sleeping Lover"                                --- Not found ---
0 %         "My Stupid Boss 2"                                 --- Not found ---
0 %         "My Wife and I"                                    --- Not found ---
0 %         "My Wife and My Wifey"                             --- Not found ---
0 %         "Nate Bargatze                                     --- Not found ---
0 %         "Natural Born Pranksters"                          --- Not found ---
0 %         "No Longer kids"                                   --- Not found ---
0 %         "Oh                                                --- Not found ---
0 %         "Oh! Baby (Malayalam)"                             --- Not found ---
0 %         "Oh! Baby (Tamil)"                                 --- Not found ---
0 %         "Oh! Baby"                                         --- Not found ---
0 %         "Okafor's Law"                                     --- Not found ---
0 %         "Omar & Salma 2"                                   --- Not found ---
0 %         "One Last Shot"                                    --- Not found ---
0 %         "Oru Vishsheshapetta Biryani Kissa"                --- Not found ---
0 %         "Our Shining Days"                                 --- Not found ---
0 %         "Pants on Fire"                                    --- Not found ---
0 %         "Peace Haven"                                      --- Not found ---
0 %         "Pee Mak"                                          --- Not found ---
0 %         "Pee-wee's Big Holiday"                            --- Not found ---
0 %         "Pete Davidson                                     --- Not found ---
0 %         "Petta (Telugu Version)"                           --- Not found ---
0 %         "Potato Potahto"                                   --- Not found ---
0 %         "Professor Mack"                                   --- Not found ---
0 %         "Puss in Book                                      --- Not found ---
0 %         "R.K.Nagar"                                        --- Not found ---
0 %         "Rajnigandha"                                      --- Not found ---
0 %         "Raya and Sakina"                                  --- Not found ---
0 %         "Return to the 36th Chamber"                       --- Not found ---
0 %         "Road Trip                                         --- Not found ---
0 %         "Ronny Chieng                                      --- Not found ---
0 %         "SDU                                               --- Not found ---
0 %         "Sadie's Last Days on Earth"                       --- Not found ---
0 %         "Sameer Abu Alneel"                                --- Not found ---
0 %         "Sardaarji 2"                                      --- Not found ---
0 %         "Savage Raghda"                                    --- Not found ---
0 %         "Sayed the Servant"                                --- Not found ---
0 %         "Scott Pilgrim vs. the World"                      --- Not found ---
0 %         "Sebastian Maniscalco                              --- Not found ---
0 %         "Sei"                                              --- Not found ---
0 %         "She Made Me a Criminal"                           --- Not found ---
0 %         "Shortcut Safari"                                  --- Not found ---
0 %         "Si saben cómo me pongo ¿pa' qué me invitan?"   --- Not found ---
0 %         "Speech & Debate"                                  --- Not found ---
0 %         "Step Outside"                                     --- Not found ---
0 %         "Suckseed"                                         --- Not found ---
0 %         "Sí                                               --- Not found ---
0 %         "Tarek's Situation"                                --- Not found ---
0 %         "Target"                                           --- Not found ---
0 %         "Tattah"                                           --- Not found ---
0 %         "Taylor Tomlinson                                  --- Not found ---
0 %         "Tees Maar Khan"                                   --- Not found ---
0 %         "The Ant's Scream"                                 --- Not found ---
0 %         "The Babysitter"                                   --- Not found ---
0 %         "The Bar"                                          --- Not found ---
0 %         "The Beach Loafer"                                 --- Not found ---
0 %         "The Bounty Hunter"                                --- Not found ---
0 %         "The Bulbul's Nest"                                --- Not found ---
0 %         "The Confirmation"                                 --- Not found ---
0 %         "The Consul's Son"                                 --- Not found ---
0 %         "The Do-Over"                                      --- Not found ---
0 %         "The Gathering"                                    --- Not found ---
0 %         "The Ghost and the Tout"                           --- Not found ---
0 %         "The Green Hornet"                                 --- Not found ---
0 %         "The Lonely Island Presents                        --- Not found ---
0 %         "The Mad Monk"                                     --- Not found ---
0 %         "The Main Event"                                   --- Not found ---
0 %         "The Married Couples"                              --- Not found ---
0 %         "The Meyerowitz Stories (New and Selected)"        --- Not found ---
0 %         "The Midas Touch"                                  --- Not found ---
0 %         "The Naked Gun                                     --- Not found ---
0 %         "The Naked Gun 2 1/2                               --- Not found ---
0 %         "The Only Mother To You All"                       --- Not found ---
0 %         "The Other Guys"                                   --- Not found ---
0 %         "The Package"                                      --- Not found ---
0 %         "The President's Barber"                           --- Not found ---
0 %         "The Rugrats Movie"                                --- Not found ---
0 %         "The School of Mischief "                         --- Not found ---
0 %         "The Squid and the Whale"                          --- Not found ---
0 %         "The Twins Effect II"                              --- Not found ---
0 %         "The Vendor"                                       --- Not found ---
0 %         "The Wedding Party 2                               --- Not found ---
0 %         "The Witness Who Didn't See Anything"              --- Not found ---
0 %         "The World Is Yours"                               --- Not found ---
0 %         "Three-Quarters Decent"                            --- Not found ---
0 %         "Tiffany Haddish                                   --- Not found ---
0 %         "To All the Boys                                   --- Not found ---
0 %         "To All the Boys I’ve Loved Before"              --- Not found ---
0 %         "To Wong Foo                                       --- Not found ---
0 %         "Tom Segura                                        --- Not found ---
0 %         "Tootsies & The Fake"                              --- Not found ---
0 %         "Tremors 2                                         --- Not found ---
0 %         "Tremors 3                                         --- Not found ---
0 %         "Tremors 4                                         --- Not found ---
0 %         "Tremors 5                                         --- Not found ---
0 %         "Trikal (Past                                      --- Not found ---
0 %         "Trolls Holiday Special"                           --- Not found ---
0 %         "True Memoirs of an International Assassin"        --- Not found ---
0 %         "Tucker and Dale vs. Evil"                         --- Not found ---
0 %         "Unbreakable Kimmy Schmidt                         --- Not found ---
0 %         "Used Goods"                                       --- Not found ---
0 %         "Valentine's Day"                                  --- Not found ---
0 %         "Wanda Sykes                                       --- Not found ---
0 %         "Watchman"                                         --- Not found ---
0 %         "Wedy Atkalam"                                     --- Not found ---
0 %         "West Coast"                                       --- Not found ---
0 %         "What Are the Odds?"                               --- Not found ---
0 %         "What a Wonderful Family!"                         --- Not found ---
0 %         "While We're Young"                                --- Not found ---
0 %         "Willy Wonka & the Chocolate Factory"              --- Not found ---
0 %         "Wives on Strike                                   --- Not found ---
0 %         "Wives on Strike"                                  --- Not found ---
0 %         "Woody Woodpecker"                                 --- Not found ---
0 %         "You Changed My Life"                              --- Not found ---
0 %         "You Know Who"                                     --- Not found ---
0 %         "You're Everything To Me"                          --- Not found ---
0 %         "You're My Boss"                                   --- Not found ---
0 %         "Yucatán"                                         --- Not found ---
0 %         "Zack and Miri Make a Porno"                       --- Not found ---
0 %         "Zaki Chan"                                        --- Not found ---
5            Kyaa Kool Hain Hum 3 (2016)                         https://www.rottentomatoes.com/m/kyaa_kool_hain_hum_3
8            Bittersweet (2008)                                  https://www.rottentomatoes.com/m/bittersweet      
             10 Days in Sun City (2017)                          https://www.rottentomatoes.com/m/10_days_in_sun_city
             15 August (2019)                                    https://www.rottentomatoes.com/m/15_august        
17           Benchwarmers 2: Breaking Balls (2019)               https://www.rottentomatoes.com/m/benchwarmers_2   
17           Bulletproof 2 (2020)                                https://www.rottentomatoes.com/m/bulletproof_2    
17           Heroes Wanted (Cuerpo de élite) (2016)             https://www.rottentomatoes.com/m/heroes_wanted    
18           Tall Girl (2019)                                    https://www.rottentomatoes.com/m/tall_girl        
19           48 Christmas Wishes (2017)                          https://www.rottentomatoes.com/m/48_christmas_wishes
19           Bangistan (2015)                                    https://www.rottentomatoes.com/m/bangistan        
20           The Third Party (2016)                              https://www.rottentomatoes.com/m/the_third_party  
22           Norm of the North (2016)                            https://www.rottentomatoes.com/m/norm_of_the_north
23           ATM (2012)                                          https://www.rottentomatoes.com/m/atm              
23           Frat Star (2017)                                    https://www.rottentomatoes.com/m/frat_star        
23           The Guardian Brothers (2016)                        https://www.rottentomatoes.com/m/the_guardian_brothers
24           The Wedding Party (2011)                            https://www.rottentomatoes.com/m/the_wedding_party
26           Undercover Grandpa (2017)                           https://www.rottentomatoes.com/m/undercover_grandpa
27           Ghanchakkar (2013)                                  https://www.rottentomatoes.com/m/ghanchakkar      
27           Skiptrace (2016)                                    https://www.rottentomatoes.com/m/skiptrace        
27           Take the 10 (2017)                                  https://www.rottentomatoes.com/m/take_the_10      
29           Jinxed (1982)                                       https://www.rottentomatoes.com/m/jinxed           
30           Dance Flick (2009)                                  https://www.rottentomatoes.com/m/dance_flick      
30           How High 2 (2019)                                   https://www.rottentomatoes.com/m/how_high_2       
30           Mirror, Mirror (1990)                               https://www.rottentomatoes.com/m/mirror_mirror    
30           Some Kind of Beautiful (2015)                       https://www.rottentomatoes.com/m/some_kind_of_beautiful
30           The Bros. (2007)                                    https://www.rottentomatoes.com/m/the_bros         
30           Wine Country (2019)                                 https://www.rottentomatoes.com/m/wine_country     
31           Richie Rich (1994)                                  https://www.rottentomatoes.com/m/richie_rich      
31           Search Party (2016)                                 https://www.rottentomatoes.com/m/search_party     
31           Sierra Burgess Is a Loser (2018)                    https://www.rottentomatoes.com/m/sierra_burgess_is_a_loser
32           Falling Inn Love (2019)                             https://www.rottentomatoes.com/m/falling_inn_love 
32           Shorts: The Adventures of the Wishing Rock (2009)   https://www.rottentomatoes.com/m/shorts           
32           The Clapper (2018)                                  https://www.rottentomatoes.com/m/the_clapper      
33           5 Star Christmas (Natale a 5 stelle) (2018)         https://www.rottentomatoes.com/m/5_star_christmas 
33           Gnome Alone (Legend) (2014)                         https://www.rottentomatoes.com/m/gnome_alone      
33           Joker (1991)                                        https://www.rottentomatoes.com/m/joker            
33           The Ridiculous 6 (2015)                             https://www.rottentomatoes.com/m/the_ridiculous_6 
33           Zoom (2006)                                         https://www.rottentomatoes.com/m/zoom             
34           Judwaa 2 (2017)                                     https://www.rottentomatoes.com/m/judwaa_2         
34           The Week Of (2018)                                  https://www.rottentomatoes.com/m/the_week_of      
35           Fun Mom Dinner (2017)                               https://www.rottentomatoes.com/m/fun_mom_dinner   
36           Dear Dracula (2012)                                 https://www.rottentomatoes.com/m/dear_dracula     
36           KL Zombi (2013)                                     https://www.rottentomatoes.com/m/kl_zombi         
36           Love Wedding Repeat (2020)                          https://www.rottentomatoes.com/m/love_wedding_repeat
36           Rich in Love (1993)                                 https://www.rottentomatoes.com/m/rich_in_love     
36           The Money Trap (1966)                               https://www.rottentomatoes.com/m/money_trap       
36           The Perfect Date (2019)                             https://www.rottentomatoes.com/m/the_perfect_date 
36           Where the Money Is (2000)                           https://www.rottentomatoes.com/m/where_the_money_is
37           Are We Done Yet? (2007)                             https://www.rottentomatoes.com/m/are_we_done_yet? 
37           Barely Lethal (2015)                                https://www.rottentomatoes.com/m/barely_lethal    
37           Dude (2018)                                         https://www.rottentomatoes.com/m/dude             
37           Iron Sky (2012)                                     https://www.rottentomatoes.com/m/iron_sky         
37           Sextuplets (2019)                                   https://www.rottentomatoes.com/m/sextuplets       
37           The Heartbreak Kid (2007)                           https://www.rottentomatoes.com/m/the_heartbreak_kid
37           War on Everyone (2017)                              https://www.rottentomatoes.com/m/war_on_everyone  
38           Chronically Metropolitan (2017)                     https://www.rottentomatoes.com/m/chronically_metropolitan
38           Goosebumps 2: Haunted Halloween (2018)              https://www.rottentomatoes.com/m/goosebumps_2     
38           The Deep (1977)                                     https://www.rottentomatoes.com/m/deep             
39           Cop Out (2010)                                      https://www.rottentomatoes.com/m/cop_out          
39           Duck Duck Goose (2018)                              https://www.rottentomatoes.com/m/duck_duck_goose  
